Unnamed: 0,producer_country,commodity,year,adjusted_deforestation_exposure,exporter_group,years_appeared,years_available,deduce_temporal_pattern,legal_entity_mapped,legal_entity_hierarchy_year,CommonName,OAPermID,ParentOrganisationName,ParentCompanyOAPermID,UltimateParentOrganisationName,UltimateParentCompanyOAPermID,JointVentureOrganisationName,JointVentureCompanyOAPermID
,Colombia,"Coffee, green",2013,,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2013,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
,Colombia,"Coffee, green",2014,,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2014,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
,Colombia,"Coffee, green",2015,,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2015,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
,Colombia,"Coffee, green",2016,,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2016,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
2085,Colombia,"Coffee, green",2017,1.174779627,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2017,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
2086,Colombia,"Coffee, green",2018,17.93900148,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2018,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
2087,Colombia,"Coffee, green",2019,1.823546788,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2019,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
2088,Colombia,"Coffee, green",2020,4.826617657,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2020,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
2089,Colombia,"Coffee, green",2021,73.86747672,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2021,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
,Colombia,"Coffee, green",2022,,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2022,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
,Colombia,"Coffee, green",2023,,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2023,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
,Colombia,"Coffee, green",2024,,SUCAFINA COLOMBIA S A S,"2017, 2018, 2019, 2020, 2021",2012-2021,Phased in,TRUE,2024,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,Sucafina Colombia S A S,5055954653,,
,Colombia,"Coffee, green",2008,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2008,,,,,,,,
,Colombia,"Coffee, green",2009,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2009,,,,,,,,
,Colombia,"Coffee, green",2010,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2010,,,,,,,,
,Colombia,"Coffee, green",2011,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2011,,,,,,,,
,Colombia,"Coffee, green",2012,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2012,,,,,,,,
,Colombia,"Coffee, green",2013,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2013,,,,,,,,
,Colombia,"Coffee, green",2014,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2014,,,,,,,,
,Colombia,"Coffee, green",2015,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2015,,,,,,,,
,Colombia,"Coffee, green",2016,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2016,,,,,,,,
,Colombia,"Coffee, green",2017,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2017,,,,,,,,
,Colombia,"Coffee, green",2018,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2018,Sucden Colombia SAS (Cali Branch),5039683108,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Colombia,"Coffee, green",2019,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2019,Sucden Colombia SAS (Cali Branch),5039683108,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
2090,Colombia,"Coffee, green",2020,6.279554502,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2020,Sucden Colombia SAS (Cali Branch),5039683108,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
2091,Colombia,"Coffee, green",2021,68.19042428,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2021,Sucden Colombia SAS (Cali Branch),5039683108,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Colombia,"Coffee, green",2022,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2022,Sucden Colombia SAS (Cali Branch),5039683108,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Colombia,"Coffee, green",2023,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2023,Sucden Colombia SAS (Cali Branch),5039683108,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Colombia,"Coffee, green",2024,,SUCDEN COLOMBIA SAS,"2020, 2021",2012-2021,Phased in,TRUE,2024,Sucden Colombia SAS (Cali Branch),5039683108,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2008,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2008,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2009,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2009,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2010,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2010,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2011,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2011,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2012,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2012,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2013,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2013,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2014,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2014,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
2092,Brazil,Sugar cane,2015,126.8358861,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2015,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
2093,Brazil,Sugar cane,2016,441.1762711,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2016,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
2094,Brazil,Sugar cane,2017,386.2365417,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2017,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2018,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2018,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2019,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2019,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2020,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2020,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2021,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2021,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2022,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2022,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2023,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2023,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Brazil,Sugar cane,2024,,SUCDEN DO BRASIL LTDA.,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2024,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,,
,Colombia,Cocoa beans,2008,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2008,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2009,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2009,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2010,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2010,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2011,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2011,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2012,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2012,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2013,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2013,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2014,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2014,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2015,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2015,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2016,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2016,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
2095,Colombia,Cocoa beans,2017,1257.606606,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2017,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
2096,Colombia,Cocoa beans,2018,1928.277619,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2018,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
2097,Colombia,Cocoa beans,2019,411.3635837,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2019,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
2098,Colombia,Cocoa beans,2020,334.3690415,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2020,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
2099,Colombia,Cocoa beans,2021,1128.991277,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2021,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
2100,Colombia,Cocoa beans,2022,1936.983174,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2022,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2023,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2023,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Colombia,Cocoa beans,2024,,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2024,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,Sucesores De Jose Jesus Restrepo Y Compania S A,4297171622,,
,Brazil,Cattle meat,2008,,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2008,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
,Brazil,Cattle meat,2009,,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2009,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
2101,Brazil,Cattle meat,2010,94.92624219,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2010,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
,Brazil,Cattle meat,2011,,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2011,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
2102,Brazil,Cattle meat,2012,5964.426574,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2012,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
2103,Brazil,Cattle meat,2013,1204.939199,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2013,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
2104,Brazil,Cattle meat,2014,4616.897777,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2014,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
2105,Brazil,Cattle meat,2015,3206.589817,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2015,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
2106,Brazil,Cattle meat,2016,2862.431414,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2016,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
2107,Brazil,Cattle meat,2017,5712.526933,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2017,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
,Brazil,Cattle meat,2018,,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2018,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
2108,Brazil,Cattle meat,2019,42.46649855,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2019,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
2109,Brazil,Cattle meat,2020,0.301704208,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2020,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
,Brazil,Cattle meat,2021,,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2021,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
,Brazil,Cattle meat,2022,,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2022,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
,Brazil,Cattle meat,2023,,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2023,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
,Brazil,Cattle meat,2024,,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2024,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,,
,Peru,Cocoa beans,2008,,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2008,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
,Peru,Cocoa beans,2009,,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2009,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
,Peru,Cocoa beans,2010,,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2010,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
,Peru,Cocoa beans,2011,,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2011,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
,Peru,Cocoa beans,2012,,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2012,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
2110,Peru,Cocoa beans,2013,180.5201519,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2013,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
2111,Peru,Cocoa beans,2014,220.9276354,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2014,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
2112,Peru,Cocoa beans,2015,479.4973285,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2015,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
2113,Peru,Cocoa beans,2016,811.2197468,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2016,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
2114,Peru,Cocoa beans,2017,899.8144289,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2017,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
2115,Peru,Cocoa beans,2018,573.2871597,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2018,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
