Unnamed: 0,producer_country,commodity,year,adjusted_deforestation_exposure,exporter_group,years_appeared,years_available,deduce_temporal_pattern,legal_entity_mapped,legal_entity_hierarchy_year,CommonName,OAPermID,ParentOrganisationName,ParentCompanyOAPermID,UltimateParentOrganisationName,UltimateParentCompanyOAPermID,JointVentureOrganisationName,JointVentureCompanyOAPermID
,Brazil,Soya beans,2021,,ADECOAGRO,"2019, 2020, 2022",2010-2022,Intermittent,TRUE,2021,Adecoagro SA,5001431073,Adecoagro SA,5001431073,Adecoagro SA,5001431073,,
,Brazil,Sugar cane,2021,,ADECOAGRO,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2021,Adecoagro SA,5001431073,Adecoagro SA,5001431073,Adecoagro SA,5001431073,,
19,Brazil,Soya beans,2022,1.712984958,ADECOAGRO,"2019, 2020, 2022",2010-2022,Intermittent,TRUE,2022,Adecoagro SA,5001431073,Adecoagro SA,5001431073,Adecoagro SA,5001431073,,
,Brazil,Sugar cane,2022,,ADECOAGRO,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2022,Adecoagro SA,5001431073,Adecoagro SA,5001431073,Adecoagro SA,5001431073,,
,Brazil,Soya beans,2023,,ADECOAGRO,"2019, 2020, 2022",2010-2022,Intermittent,TRUE,2023,Adecoagro SA,5001431073,Adecoagro SA,5001431073,Adecoagro SA,5001431073,,
,Brazil,Sugar cane,2023,,ADECOAGRO,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2023,Adecoagro SA,5001431073,Adecoagro SA,5001431073,Adecoagro SA,5001431073,,
,Brazil,Soya beans,2024,,ADECOAGRO,"2019, 2020, 2022",2010-2022,Intermittent,TRUE,2024,Adecoagro SA,5001431073,Adecoagro SA,5001431073,Adecoagro SA,5001431073,,
,Brazil,Sugar cane,2024,,ADECOAGRO,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2024,Adecoagro SA,5001431073,Adecoagro SA,5001431073,Adecoagro SA,5001431073,,
,Brazil,Soya beans,2008,,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2008,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
,Brazil,Soya beans,2009,,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2009,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
23,Brazil,Soya beans,2010,2554.130755,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2010,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
24,Brazil,Soya beans,2011,2055.056523,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2011,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
25,Brazil,Soya beans,2012,6767.146941,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2012,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
26,Brazil,Soya beans,2013,645.6248848,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2013,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
27,Brazil,Soya beans,2014,994.8708458,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2014,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
28,Brazil,Soya beans,2015,1026.232761,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2015,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
29,Brazil,Soya beans,2016,4027.125695,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2016,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
30,Brazil,Soya beans,2017,3163.715877,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2017,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
31,Brazil,Soya beans,2018,5063.419747,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2018,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
32,Brazil,Soya beans,2019,2189.54252,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2019,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
33,Brazil,Soya beans,2020,1641.086693,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2020,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
34,Brazil,Soya beans,2021,1297.887511,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2021,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
35,Brazil,Soya beans,2022,586.2626918,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2022,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
,Brazil,Soya beans,2023,,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2023,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
,Brazil,Soya beans,2024,,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2024,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,,
,Brazil,Soya beans,2008,,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2008,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
,Brazil,Soya beans,2009,,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2009,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
,Brazil,Soya beans,2010,,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2010,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
,Brazil,Soya beans,2011,,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2011,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
,Brazil,Soya beans,2012,,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2012,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
36,Brazil,Soya beans,2013,145.5300546,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2013,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
37,Brazil,Soya beans,2014,457.4204454,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2014,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
38,Brazil,Soya beans,2015,104.8625491,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2015,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
39,Brazil,Soya beans,2016,66.00541661,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2016,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
40,Brazil,Soya beans,2017,32.48601855,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2017,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
41,Brazil,Soya beans,2018,53.37346382,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2018,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
42,Brazil,Soya beans,2019,425.5134837,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2019,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
43,Brazil,Soya beans,2020,671.6758804,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2020,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
44,Brazil,Soya beans,2021,0.196322466,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2021,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
,Brazil,Soya beans,2022,,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2022,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
,Brazil,Soya beans,2023,,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2023,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
,Brazil,Soya beans,2024,,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2024,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,,
,Brazil,Cattle meat,2008,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2009,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2010,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2011,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2012,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
45,Brazil,Cattle meat,2013,895.7382595,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,2025,,,,,,,,
46,Brazil,Cattle meat,2014,2329.524726,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,2025,,,,,,,,
,Brazil,Cattle meat,2015,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2016,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2017,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2018,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2019,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2020,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2021,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2022,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2023,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2024,,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2008,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2009,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2010,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2011,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2012,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2013,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2014,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2015,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2016,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2017,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2018,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
47,Brazil,Cattle meat,2019,42.64548541,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,2025,,,,,,,,
48,Brazil,Cattle meat,2020,73.956013,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,2025,,,,,,,,
,Brazil,Cattle meat,2021,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2022,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2023,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2024,,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,,,,,,,,,
,Brazil,Cattle meat,2008,,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2008,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
,Brazil,Cattle meat,2009,,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2009,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
,Brazil,Cattle meat,2010,,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2010,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
49,Brazil,Cattle meat,2011,6.177935802,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2011,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
50,Brazil,Cattle meat,2012,31.57635066,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2012,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
51,Brazil,Cattle meat,2013,20.30652481,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2013,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
52,Brazil,Cattle meat,2014,115.2768836,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2014,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
53,Brazil,Cattle meat,2015,263.8422624,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2015,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
54,Brazil,Cattle meat,2016,652.1577049,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2016,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
55,Brazil,Cattle meat,2017,364.4548089,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2017,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
,Brazil,Cattle meat,2018,,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2018,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
56,Brazil,Cattle meat,2019,940.5498177,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2019,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
57,Brazil,Cattle meat,2020,1548.178112,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2020,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
,Brazil,Cattle meat,2021,,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2021,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
,Brazil,Cattle meat,2022,,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2022,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
,Brazil,Cattle meat,2023,,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2023,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
,Brazil,Cattle meat,2024,,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2024,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744,,
,Brazil,Soya beans,2008,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2009,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
58,Brazil,Soya beans,2010,438.3230852,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,2025,,,,,,,,
,Brazil,Soya beans,2011,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2012,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2013,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2014,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2015,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2016,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2017,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2018,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2019,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2020,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2021,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2022,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2023,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2024,,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,,,,,,,,,
,Ecuador,Cocoa beans,2008,,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,,,,,,,,,
,Ecuador,Cocoa beans,2009,,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,,,,,,,,,
,Ecuador,Cocoa beans,2010,,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,,,,,,,,,
,Ecuador,Cocoa beans,2011,,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,,,,,,,,,
,Ecuador,Cocoa beans,2012,,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,,,,,,,,,
,Ecuador,Cocoa beans,2013,,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,,,,,,,,,
