commodity_case,boundary_period,defn_phase_out,commodity,producer_country,manager_country_grouped,financial_flow_link_strength,total_usd_m_normalised_to_sei_trase_by_strength,total_usd_m_normalised_to_sei_trase,rank,manager_country_grouped_link_strength_pct
cattle_meat,0,FALSE,Cattle meat,Brazil,Brazil,High,960.5815183035205,1839.090218033227,2,0.5223134291534607
cattle_meat,0,FALSE,Cattle meat,Brazil,Brazil,Low,551.3892367726897,1839.090218033227,2,0.299816306653167
cattle_meat,0,FALSE,Cattle meat,Brazil,Brazil,Medium,327.1194629570167,1839.090218033227,2,0.17787026419337226
cattle_meat,0,FALSE,Cattle meat,Brazil,Canada,High,14.272607542682897,490.55848253162304,5,0.02909460961520085
cattle_meat,0,FALSE,Cattle meat,Brazil,Canada,Medium,476.2858749889402,490.55848253162304,5,0.9709053903847992
cattle_meat,0,FALSE,Cattle meat,Brazil,China,High,11.626916999456002,35.59552092656502,9,0.3266398888625003
cattle_meat,0,FALSE,Cattle meat,Brazil,China,Low,15.962388807880199,35.59552092656502,9,0.4484381290784097
cattle_meat,0,FALSE,Cattle meat,Brazil,China,Medium,8.00621511922882,35.59552092656502,9,0.22492198205908998
cattle_meat,0,FALSE,Cattle meat,Brazil,EU27,High,462.90547914341414,1625.5570897089876,3,0.28476728505812426
cattle_meat,0,FALSE,Cattle meat,Brazil,EU27,Low,273.48820154017045,1625.5570897089876,3,0.16824275398972988
cattle_meat,0,FALSE,Cattle meat,Brazil,EU27,Medium,889.1634090254031,1625.5570897089876,3,0.5469899609521459
cattle_meat,0,FALSE,Cattle meat,Brazil,Japan,High,59.320431222481545,103.35137382636236,8,0.573968482723259
cattle_meat,0,FALSE,Cattle meat,Brazil,Japan,Low,23.51793332769484,103.35137382636236,8,0.22755317570530448
cattle_meat,0,FALSE,Cattle meat,Brazil,Japan,Medium,20.51300927618595,103.35137382636236,8,0.19847834157143632
cattle_meat,0,FALSE,Cattle meat,Brazil,Other countries,High,27.841243343660384,NA,NA,NA
cattle_meat,0,FALSE,Cattle meat,Brazil,Other countries,Medium,8.762518447939028,NA,NA,NA
cattle_meat,0,FALSE,Cattle meat,Brazil,Switzerland,High,17.811040903127854,112.17150556662928,7,0.1587840050212056
cattle_meat,0,FALSE,Cattle meat,Brazil,Switzerland,Low,17.740810381423795,112.17150556662928,7,0.15815790553765768
cattle_meat,0,FALSE,Cattle meat,Brazil,Switzerland,Medium,76.61965428207763,112.17150556662928,7,0.6830580894411368
cattle_meat,0,FALSE,Cattle meat,Brazil,Taiwan,High,14.034362629587651,14.034362629587651,10,1
cattle_meat,0,FALSE,Cattle meat,Brazil,United Kingdom,High,100.08280433755307,577.194356931396,4,0.1733953271297292
cattle_meat,0,FALSE,Cattle meat,Brazil,United Kingdom,Low,153.20463996269638,577.194356931396,4,0.2654298991715644
cattle_meat,0,FALSE,Cattle meat,Brazil,United Kingdom,Medium,323.9069126311466,577.194356931396,4,0.5611747736987066
cattle_meat,0,FALSE,Cattle meat,Brazil,United States of America,High,366.29076262553576,2021.1951530622189,1,0.18122483723087582
cattle_meat,0,FALSE,Cattle meat,Brazil,United States of America,Low,178.24690509360573,2021.1951530622189,1,0.08818886430810609
cattle_meat,0,FALSE,Cattle meat,Brazil,United States of America,Medium,1476.6574853430764,2021.1951530622189,1,0.7305862984610176
cattle_meat,0,FALSE,Cattle meat,Brazil,Unknown,High,135.057943763779,303.8811149444153,6,0.44444335999123624
cattle_meat,0,FALSE,Cattle meat,Brazil,Unknown,Low,6.150753435870252,303.8811149444153,6,0.02024065706417894
cattle_meat,0,FALSE,Cattle meat,Brazil,Unknown,Medium,162.67241774476605,303.8811149444153,6,0.5353159829445848
cattle_meat,0,FALSE,Cattle meat,Colombia,Brazil,High,0.7185370391060564,41.56061304855636,2,0.017288894133168118
cattle_meat,0,FALSE,Cattle meat,Colombia,Brazil,Medium,40.84207600945031,41.56061304855636,2,0.982711105866832
cattle_meat,0,FALSE,Cattle meat,Colombia,EU27,Medium,14.60571526802106,14.60571526802106,4,1
cattle_meat,0,FALSE,Cattle meat,Colombia,Switzerland,Medium,6.207055838250719,6.207055838250719,6,1
cattle_meat,0,FALSE,Cattle meat,Colombia,United Kingdom,High,2.9784782379013253,19.228140693255952,3,0.15490204099380198
cattle_meat,0,FALSE,Cattle meat,Colombia,United Kingdom,Medium,16.249662455354624,19.228140693255952,3,0.8450979590061979
